"Timestamp","Name, Address, Country"
"2022/05/11 11:31:22 AM AST","Anais Nails, Catia La Mar, La Guaira"
"2022/05/11 11:35:52 AM AST","Freddytattoo, Av. La Armada, Catia La Mar 1162, La Guaira"
"2022/05/11 11:39:42 AM AST","Zona Servi, Calle Jefatura a Cristo, Maiquetía, La Guaira"
"2022/05/11 11:40:26 AM AST","Multiservicios Germany C.A., Caracas, Distrito Capital"
"2022/05/11 11:41:22 AM AST","Inversiones Valentina Bisutery C.A, Centro Comercial La Castilla, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 11:42:03 AM AST","Inversiones Sport Family Full C.A, Avenida Mohedano, Caracas, Miranda"
"2022/05/11 11:43:45 AM AST","7 Estelas, Avenida Tacagua, Catia La Mar, La Guaira"
"2022/05/11 11:52:47 AM AST","Goodstyleccs, Caracas, Distrito Capital"
"2022/05/11 11:53:22 AM AST","Ekko Barber Shop, Centro Comercial La Castilla, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 11:53:52 AM AST","Arame Accesorios, Transversal 1, Caracas, Distrito Capital"
"2022/05/11 12:42:36 PM AST","Inversiones Valentina Bisutery C.A, Centro Comercial La Castilla, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 12:45:09 PM AST","Piso 2, Multiservicios Germany C.A., Caracas, Distrito Capital"
"2022/05/11 12:46:53 PM AST","Tecno7Repair, Bellas Artes, Caracas, Distrito Capital"
"2022/05/11 12:47:23 PM AST","Goodstyleccs, Caracas, Distrito Capital"
"2022/05/11 12:47:47 PM AST","Ekko Barber Shop, Centro Comercial La Castilla, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 12:48:22 PM AST","Arame Accesorios, Torre C, Transversal 1, Caracas, Distrito Capital"
"2022/05/11 12:52:06 PM AST","Área Electric, CC Lord Center, Avenida El Lago, Caracas, Distrito Capital"
"2022/05/11 12:52:18 PM AST","EJCA Electrónica, C.A., Caracas, Distrito Capital"
"2022/05/11 12:54:09 PM AST","Ojo de Loto, Centro Comercial Lord Center, Avenida El Lago, Caracas, Distrito Capital"
"2022/05/11 12:59:20 PM AST","PIZZA KIERO, Maracaibo, Zulia"
"2022/05/11 1:02:53 PM AST","ROTULARTE, Guanare, Portuguesa"
"2022/05/11 1:03:52 PM AST","Moto Sport, Guanare, Portuguesa"
"2022/05/11 1:04:20 PM AST","Crearteideas, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:04:51 PM AST","Fina Fantasia, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:05:38 PM AST","Cocos Sweet Shop, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 1:06:24 PM AST","Big Fashion Ccs, Calle Guillermo José Schael, Caracas, Distrito Capital"
"2022/05/11 1:06:42 PM AST","Repuestos Betancourt, La Guaira"
"2022/05/11 1:07:19 PM AST","Inversiones Car21 Car30, Maiquetía, La Guaira"
"2022/05/11 1:07:29 PM AST","H2WQ J8V Floristeria Paraiso Galipan, C. Real de Pariata, Maiquetía 1161, La Guaira"
"2022/05/11 1:11:25 PM AST","Trovas Ve, Calle 162, San Francisco, Zulia"
"2022/05/11 1:12:39 PM AST","Trovas Ve, Calle 162, San Francisco, Zulia"
"2022/05/11 1:13:15 PM AST","PandaFix, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:13:35 PM AST","Pastelería El Punto Andino, Sector Cementerio, Guanare, Portuguesa"
"2022/05/11 1:13:58 PM AST","Supermercado La Sorpresa De Pariata, Maiquetía 1161, La Guaira"
"2022/05/11 1:15:18 PM AST","Luncheria el Rincon de Pariata, Maiquetía, La Guaira"
"2022/05/11 1:15:57 PM AST","Comercial el Divino Niño, Vía Teleférico, Macuto 1164, La Guaira"
"2022/05/11 1:16:28 PM AST","Café Teleférico Douglas, Vía Teleférico, Macuto 1164, La Guaira"
"2022/05/11 1:17:53 PM AST","Inversiones VFC, C. Los Baños, Maiquetía 1161, La Guaira"
"2022/05/11 1:18:27 PM AST","Electrónica Compusol, C. Los Baños, Maiquetía 1161, La Guaira"
"2022/05/11 1:18:45 PM AST","Inverciones YOYO C.A, Avenida Las Delicias, Maracaibo, Zulia"
"2022/05/11 1:19:55 PM AST","Party y Algo Más, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:20:41 PM AST","Servicio técnico electrónica, Catia La Mar, La Guaira"
"2022/05/11 1:21:05 PM AST","Calzados Emanuel, Av. La Armada, Catia La Mar, La Guaira"
"2022/05/11 1:26:20 PM AST","Bungalow, Barquisimeto, Lara"
"2022/05/11 1:26:48 PM AST","Comercializadora Don Apolinar Campos"
"2022/05/11 1:27:55 PM AST","Comercializadora Don Apolinar Campos, Guanare, Portuguesa"
"2022/05/11 1:28:22 PM AST","Todo repuestos DF s.a, 500mtrs del mercal, Av principal a, Guanare, Portuguesa"
"2022/05/11 1:30:19 PM AST","Inversiones Chop 2017, Avenida La Armada, Catia La Mar, La Guaira"
"2022/05/11 1:30:39 PM AST","Servicell, Av. La Armada, Catia La Mar, La Guaira"
"2022/05/11 1:30:55 PM AST","Repuestos Tu Preferido, Guanare, Portuguesa"
"2022/05/11 1:31:33 PM AST","Charcutería Capuchino C.A, Calle Roscio, San Juan de Los Morros, Guárico"
"2022/05/11 1:32:11 PM AST","Totimarket, Avenida Las Delicias, Maracaibo, Zulia"
"2022/05/11 1:32:40 PM AST","Un Lugar Diferente para Comprar, Avenida Padilla Calle 93, Maracaibo, Zulia"
"2022/05/11 1:34:47 PM AST","JEOTCELL, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:36:16 PM AST","ALCANPO Cell Sucursal #2, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:37:00 PM AST","Agrotienda, Avenida, El Cují, Lara"
"2022/05/11 1:37:19 PM AST","Centro Comercial Gran Bazar, Avenida Libertador, Maracaibo, Zulia"
"2022/05/11 1:37:31 PM AST","Optica Visión, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:38:12 PM AST","Comercializadora & Distribuidora Fabrimuebles Remolina C.a, Zona Postal 1020, Caracas, Distrito Capital"
"2022/05/11 1:38:28 PM AST","Global Cell System, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:38:44 PM AST","Servicio Técnico JR Cell, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:40:25 PM AST","Magic Import, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:40:54 PM AST","mmsolucionestecnologicas, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:41:12 PM AST","StarFactory4, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:42:00 PM AST","TECNOCELL2021,C.A, Calle 100, Maracaibo, Zulia"
"2022/05/11 1:42:19 PM AST","Ferreteria Coinvergar, Guanare, Portuguesa"
"2022/05/11 1:42:33 PM AST","Glou Chic, Avenida Fuerzas Armadas, Caracas, Distrito Capital"
"2022/05/11 1:43:20 PM AST","Techno Spacex, Caracas, Distrito Capital"
"2022/05/11 1:43:38 PM AST","El Techo de La Ballena, entre esquina Gradilla y San Jacinto, Avenida Este 2, Caracas, Distrito Capital"
"2022/05/11 1:44:04 PM AST","Inversiones I Store, Av. Soublette, Maiquetía 1161, La Guaira"
"2022/05/11 1:45:07 PM AST","M&L2021, 1060 C. Sorocaima, Maiquetía 1161, La Guaira"
"2022/05/11 1:46:24 PM AST","Mundo de Impresiones 2010 C.A, MINI LOCAL OESTE, VENEZUELA, ESTADO LA GUAIRA, MUNICIPIO VARGAS, AVENIDA SOUBLETTE, CENTRO COMERCIAL LITORAL, PISO PB"
"2022/05/11 1:47:37 PM AST","Inversiones Store Son, Av. Soublette, Maiquetía, La Guaira"
